epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
73,15934.5,0.47826,0.67591,0.22416,0.55653,0.46379,0.49157,0.33364,0.4364,0.67342,0.25799,0.0002872,0.0002872,0.0002872
74,16150.9,0.4697,0.6769,0.22599,0.65739,0.45228,0.50523,0.34404,0.43221,0.68434,0.25423,0.0002773,0.0002773,0.0002773
75,16368,0.47261,0.66778,0.22189,0.66988,0.46443,0.49081,0.33826,0.43534,0.67025,0.25771,0.0002674,0.0002674,0.0002674
76,16590.7,0.47878,0.66696,0.22356,0.59344,0.4843,0.50571,0.34644,0.43136,0.68217,0.25595,0.0002575,0.0002575,0.0002575
77,16810.9,0.47238,0.67086,0.22395,0.63795,0.45238,0.50731,0.3555,0.43107,0.67566,0.2543,0.0002476,0.0002476,0.0002476
78,17030.5,0.46647,0.66609,0.22156,0.64457,0.45791,0.51329,0.35235,0.43063,0.67736,0.25531,0.0002377,0.0002377,0.0002377
79,17247.5,0.4679,0.66101,0.22242,0.58654,0.49072,0.51883,0.35641,0.42517,0.67713,0.25007,0.0002278,0.0002278,0.0002278
80,17465.3,0.47159,0.66635,0.22393,0.57844,0.47005,0.50094,0.34608,0.43236,0.67794,0.25552,0.0002179,0.0002179,0.0002179
81,17684.9,0.46674,0.66249,0.22153,0.60914,0.48686,0.51159,0.35682,0.42657,0.67796,0.25066,0.000208,0.000208,0.000208
82,17902.3,0.46496,0.66114,0.22085,0.58219,0.46757,0.50913,0.35532,0.42966,0.67362,0.25107,0.0001981,0.0001981,0.0001981
83,18120.9,0.4671,0.65171,0.21864,0.61755,0.47236,0.51102,0.3499,0.4317,0.6666,0.25675,0.0001882,0.0001882,0.0001882
84,18339.7,0.4611,0.64851,0.21958,0.60574,0.45364,0.51038,0.35796,0.42971,0.66522,0.25325,0.0001783,0.0001783,0.0001783
85,18560.7,0.46464,0.64763,0.21789,0.56709,0.49125,0.51063,0.35254,0.42705,0.6693,0.25199,0.0001684,0.0001684,0.0001684
86,18781.1,0.46775,0.64403,0.21777,0.59338,0.48044,0.51036,0.35137,0.42963,0.66475,0.25348,0.0001585,0.0001585,0.0001585
87,19001.3,0.46022,0.64785,0.21597,0.60918,0.50017,0.53151,0.37247,0.42454,0.6689,0.24904,0.0001486,0.0001486,0.0001486
88,19222,0.45923,0.63505,0.21629,0.57663,0.47345,0.52399,0.36176,0.43187,0.66484,0.25781,0.0001387,0.0001387,0.0001387
89,19440.2,0.45748,0.63326,0.21598,0.61547,0.50991,0.5339,0.3741,0.43087,0.66161,0.25352,0.0001288,0.0001288,0.0001288
90,19658.9,0.45345,0.63243,0.20537,0.51932,0.53989,0.52741,0.3629,0.42597,0.65943,0.24835,0.0001189,0.0001189,0.0001189
91,19878.4,0.41247,0.5857,0.22385,0.61523,0.50661,0.542,0.37727,0.43742,0.64798,0.26456,0.000109,0.000109,0.000109
92,20095.7,0.40608,0.58088,0.22123,0.58124,0.47362,0.49678,0.34612,0.43281,0.65936,0.25701,9.91e-05,9.91e-05,9.91e-05
93,20310.8,0.4041,0.57118,0.21669,0.59471,0.48131,0.52133,0.361,0.42902,0.65027,0.25484,8.92e-05,8.92e-05,8.92e-05
94,20525.3,0.40217,0.57038,0.21699,0.58428,0.53449,0.53021,0.37265,0.42911,0.6599,0.25436,7.93e-05,7.93e-05,7.93e-05
95,20740.4,0.40015,0.56926,0.21588,0.51529,0.56908,0.53948,0.37325,0.42955,0.65443,0.25809,6.94e-05,6.94e-05,6.94e-05
96,20957.7,0.39865,0.55898,0.21316,0.66161,0.49747,0.53328,0.37239,0.42972,0.65193,0.258,5.95e-05,5.95e-05,5.95e-05
97,21178.5,0.40238,0.55276,0.21323,0.61808,0.49747,0.51784,0.36265,0.43101,0.65271,0.2583,4.96e-05,4.96e-05,4.96e-05
98,21396.4,0.39669,0.55276,0.21412,0.58202,0.49896,0.52263,0.36668,0.43079,0.64948,0.25833,3.97e-05,3.97e-05,3.97e-05
99,21613.7,0.39548,0.55076,0.21305,0.62618,0.48069,0.53531,0.37476,0.43207,0.64962,0.26142,2.98e-05,2.98e-05,2.98e-05
100,21831.8,0.39331,0.54981,0.21022,0.67301,0.47823,0.54206,0.38234,0.43074,0.65151,0.2563,1.99e-05,1.99e-05,1.99e-05
